	term	in_umls	rank
0	océan	1	1.9259
1	température	1	1.9259
2	surveillance	1	1.8896
3	flotteurs	0	1.8889
4	profils	0	1.8667
5	analyse	1	1.8571
6	informations	0	1.8462
7	lieux	0	1.8462
8	trace	0	1.8333
9	traitement	1	1.8333
10	réseau de surveillance	0	1.8182
11	résolution	0	1.8182
12	utilisateurs	0	1.8182
13	anomalies	0	1.8
14	fichiers	0	1.8
15	missions	1	1.8
16	produit	0	1.7881
17	circulation	1	1.7778
18	navires	1	1.7778
19	produits altimétriques auxiliaires	0	1.7778
20	quadrige	0	1.7778
21	tac	1	1.7778
22	habitats physiques	0	1.7759
23	suivi	1	1.7713
24	profondeur	0	1.7686
25	programmes	1	1.7504
26	gliders	0	1.75
27	littoral	0	1.75
28	résultats	0	1.75
29	échelle	1	1.75
30	suivi de l'état	0	1.7489
31	état de la végétation	0	1.7489
32	produits	0	1.7464
33	espèces	0	1.7143
34	glace de mer	0	1.7143
35	vent	1	1.7143
36	produits altimétriques	0	1.6714
37	gts	0	1.6667
38	lieu	0	1.6667
39	moose	0	1.6667
40	contamination chimique	0	1.6525
41	mode lr-rmc	0	1.6525
42	fertilisation de l'océan	0	1.6456
43	surface de la mer	0	1.6456
44	salinité	1	1.6387
45	océan austral	0	1.6315
46	systèmes	0	1.6083
47	activité	0	1.6
48	calibration	0	1.6
49	carbone	1	1.6
50	correction	1	1.6
51	déplacements en profondeur	0	1.6
52	grille	0	1.6
53	lots	0	1.6
54	marée	0	1.6
55	marégraphes	0	1.6
56	monomission	0	1.6
57	ohc	0	1.6
58	pertuis	0	1.6
59	soutien	0	1.6
60	température de surface	0	1.6
61	tests	0	1.6
62	volume d'océan	0	1.6
63	échantillons d'eau	0	1.6
64	habitats	0	1.5979
65	analyses	0	1.5968
66	réseau	1	1.5482
67	archivage	0	1.5355
68	benthos de substrats	0	1.5312
69	surveillance des récifs	0	1.5312
70	vagues	0	1.5286
71	activités humaines	1	1.5204
72	ancre flottante	0	1.5204
73	différentes échelles	0	1.5204
74	lien ci-contre	0	1.5204
75	niveau moyen	0	1.5204
76	radars hf	0	1.5204
77	station biologique	0	1.5204
78	mammifères marins	0	1.5063
79	chlorophylle-a	0	1.5
80	direction	1	1.5
81	faune	0	1.5
82	feuilles	1	1.5
83	glace	1	1.5
84	lumière	1	1.5
85	mammifères	1	1.5
86	marées	0	1.5
87	mode	0	1.5
88	swh	0	1.5
89	végétation	0	1.5
90	vitesse du vent	0	1.4961
91	capteurs	0	1.4904
92	différents protocoles	0	1.4817
93	contamination	0	1.4702
94	mer	1	1.4686
95	température moyenne	0	1.4631
96	contenu	0	1.4597
97	niveaux	0	1.4584
98	hauteurs	0	1.452
99	zones côtières	0	1.4488
100	bord de la flotte	0	1.4435
101	contrôle	1	1.4412
102	toxines	1	1.4208
103	paramètres	0	1.4177
104	données en temps	0	1.4166
105	niveau de la mer	0	1.4126
106	jeu de données	0	1.4084
107	baie	1	1.4083
108	benthos	0	1.4083
109	besoin de données	0	1.4083
110	cadre du projet	0	1.4083
111	campagnes océanographiques françaises	0	1.4083
112	dispositifs d'observation	0	1.4083
113	fins de réanalyse	0	1.4083
114	flotte océanographique civile	0	1.4083
115	herbiers	1	1.4083
116	vapeur d'eau	1	1.4083
117	zones de production	0	1.4083
118	énergie cinétique tourbillonnaire	0	1.4083
119	acquisition d'une série	0	1.3979
120	bouée pour l'acquisition	0	1.3979
121	communauté de la recherche	0	1.3979
122	compétences de l'ifremer	0	1.3979
123	eaux de l'estuaire	0	1.3979
124	institut de la mer	0	1.3979
125	liaison avec les changements	0	1.3979
126	mesures de la surface	0	1.3979
127	ministère de l'agriculture	1	1.3979
128	module de la vitesse	0	1.3979
129	mollusques sur les gisements	0	1.3979
130	morphologie de la mer	0	1.3979
131	moyenne de l'énergie	0	1.3979
132	prélèvements à la bouteille	0	1.3979
133	préparation de l'ère	0	1.3979
134	surveillance de l'état	0	1.3979
135	vue de la préparation	0	1.3979
136	collecte	0	1.3892
137	mesures	1	1.3815
138	bases de données	0	1.3644
139	hauteur de mer	0	1.3644
140	mise en place	0	1.3644
141	référence avec un intervalle	0	1.3633
142	portail	0	1.358
143	observation	1	1.3522
144	altimétriques monomissions	0	1.3463
145	campagnes océanographiques	0	1.3463
146	carbone organique	0	1.3463
147	données physiques	0	1.3463
148	ferry box	0	1.3463
149	flotte océanographique	0	1.3463
150	gisements naturels	0	1.3463
151	grille régulière	0	1.3463
152	haute fréquence	1	1.3463
153	littoral français	0	1.3463
154	manière fiable	0	1.3463
155	meilleure résolution	0	1.3463
156	modèles opérationnels	0	1.3463
157	nombreux paramètres	0	1.3463
158	pigments phytoplanctoniques	0	1.3463
159	programme international	0	1.3463
160	recherche ilico	0	1.3463
161	réseau régional	0	1.3463
162	réseaux élémentaires	0	1.3463
163	service national	0	1.3463
164	traitement spécifiques	0	1.3463
165	variabilité océanique	0	1.3463
166	zone côtière	0	1.3463
167	échelle globale	0	1.3463
168	énergie cinétique	0	1.3463
169	récifs coralliens	1	1.3415
170	laboratoire	1	1.334
171	abondance des larves	0	1.3333
172	activité de service	0	1.3333
173	adcp de coque	0	1.3333
174	aide de pompes	0	1.3333
175	ancre	0	1.3333
176	baie de saint-malo	0	1.3333
177	base du dénombrement	0	1.3333
178	benthos en collaboration	0	1.3333
179	bouée océanographique côtière	0	1.3333
180	carbone organique inorganique	0	1.3333
181	centres de prévision	0	1.3333
182	circulation océanique haute	0	1.3333
183	climatologies des anomalies	0	1.3333
184	clés des eaux	0	1.3333
185	colonne de vapeur	0	1.3333
186	complément des mesures	0	1.3333
187	continu de paramètres	0	1.3333
188	description du centre	0	1.3333
189	données de courantométrie	0	1.3333
190	données de courants	0	1.3333
191	données de houles	0	1.3333
192	données des pigments	0	1.3333
193	délais de livraison	0	1.3333
194	dénombrement des escherichia	0	1.3333
195	ensemble de dispositifs	0	1.3333
196	ensemble de plateformes	0	1.3333
197	estimation du phytoplancton	0	1.3333
198	fertilisation	1	1.3333
199	fraction de nuage	0	1.3333
200	fréquences d'échantillonnages	0	1.3333
201	instruments de mesure	0	1.3333
202	larves de poisson	0	1.3333
203	lien	1	1.3333
204	maintenance avec mesures	0	1.3333
205	maintien en condition	0	1.3333
206	matières en suspension	0	1.3333
207	mer de villefranche	0	1.3333
208	mer par rapport	0	1.3333
209	mesure de profil	0	1.3333
210	mesure en continu	0	1.3333
211	mesures physico-chimiques issues	0	1.3333
212	modèle de circulation	0	1.3333
213	moyen d'appareils	0	1.3333
214	niveau de contamination	0	1.3333
215	nrt pour near-real	0	1.3333
216	observation du microphytoplancton	0	1.3333
217	océanographie de villefranche	0	1.3333
218	paramètres optiques atmosphériques	0	1.3333
219	peuplements de mollusques	0	1.3333
220	phases de variations	0	1.3333
221	place au shom	0	1.3333
222	place de réseaux	0	1.3333
223	poisson au stade	0	1.3333
224	produits de hauteur	0	1.3333
225	prévision des océans	0	1.3333
226	pêche à travers	0	1.3333
227	quantité de données	0	1.3333
228	quasi-réel de hauteurs	0	1.3333
229	repères de marée	0	1.3333
230	route avec émission	0	1.3333
231	réalisation de suivis	0	1.3333
232	référence des observations	0	1.3333
233	réseau de contrôle	0	1.3333
234	réseau marégraphique numérique	0	1.3333
235	réseaux de référence	0	1.3333
236	sahfos	0	1.3333
237	santé des peuplements	0	1.3333
238	sct pour short	0	1.3333
239	service d'observation	0	1.3333
240	services d'observation	0	1.3333
241	simulation du modèle	0	1.3333
242	simulations de données	0	1.3333
243	stade de recrutement	0	1.3333
244	surface des océans	0	1.3333
245	surveillance microbiologique régulière	0	1.3333
246	sédiments	0	1.3333
247	séries de données	0	1.3333
248	trace des missions	0	1.3333
249	utilisations d'adéquation	0	1.3333
250	variations du courant	0	1.3333
251	vent en temps	0	1.3333
252	volet de réseau	0	1.3333
253	volume	0	1.3333
254	zones sous juridiction	0	1.3333
255	échantillons de zooplancton	0	1.3333
256	échelle du littoral	0	1.3333
257	émission en temps	0	1.3333
258	épaisseur d'aérosol	0	1.3333
259	étape de traitement	0	1.3333
260	état de santé	1	1.3333
261	études de variabilité	0	1.3333
262	évolutions en liaison	0	1.3333
263	déplacements	0	1.3304
264	ferry	0	1.3304
265	hydrocarbures	1	1.3304
266	station	1	1.3304
267	dénombrement	0	1.3303
268	hiver	0	1.3303
269	p	1	1.3303
270	radars	0	1.3303
271	reeftemps	0	1.3303
272	réanalyse	0	1.3303
273	série	0	1.3303
274	anomalies de hauteurs	0	1.325
275	réseau d'observation	0	1.325
276	circulation océanique	0	1.3249
277	données brutes	0	1.3249
278	paramètres physiques	0	1.3249
279	atténuation de la lumière	0	1.3237
280	lumière dans la colonne	0	1.3237
281	rapport à une moyenne	0	1.3183
282	aide	0	1.3114
283	vitesse	0	1.3108
284	sites de mesure	0	1.3054
285	substrats	0	1.3045
286	infrastructure de recherche	0	1.3034
287	temps différé	0	1.3024
288	trace de référence	0	1.3018
289	analyses diagnostiques	0	1.2956
290	centre	1	1.2936
291	activités	0	1.291
292	fréquence	0	1.291
293	échantillons	0	1.291
294	échelles	1	1.291
295	grâce à une griffe	0	1.2821
296	rapport à la version	0	1.2821
297	courants géostrophiques	0	1.2762
298	données coriolis	0	1.2762
299	hauteurs significatives	0	1.2762
300	temps quasi-réel	0	1.2762
301	cartographie des habitats	0	1.2737
302	colonne d'eau	0	1.2737
303	format	0	1.2689
304	projet	0	1.2689
305	variabilité	0	1.2689
306	zones biologiques théoriques	0	1.2656
307	données	0	1.2634
308	hydrologie	1	1.2633
309	protocoles	0	1.2633
310	récifs	0	1.2633
311	sites	0	1.2618
312	centre de données	0	1.2432
313	bouées	0	1.2427
314	utilisation	0	1.2427
315	convention ifremer	0	1.2393
316	rapport ifremer	0	1.2393
317	variables physiques	0	1.2393
318	champs	0	1.2308
319	durée de transmission	0	1.2275
320	fonction des besoins	0	1.2275
321	fond de mer	0	1.2275
322	griffe de fond	0	1.2275
323	mesure altimétrique initiale	0	1.2275
324	profils de subsurface	0	1.2275
325	station en point	0	1.2275
326	transmission de données	0	1.2275
327	types d'orbite	0	1.2275
328	vitesse de profil	0	1.2275
329	acquisition conjointe	0	1.2263
330	archivage national	0	1.2263
331	arrêtés préfectoraux	0	1.2263
332	atmosphérique polymer	0	1.2263
333	bathymétrie monofaisceau	0	1.2263
334	bathymétrie multifaisceaux	0	1.2263
335	bouée océanographique	0	1.2263
336	box sirano	0	1.2263
337	campagne océanographique	0	1.2263
338	campagnes annuelles	0	1.2263
339	capteur meris	0	1.2263
340	changements environnementaux	0	1.2263
341	condition opérationnelle	0	1.2263
342	contrôle microbiologique	0	1.2263
343	corrections atmosphérique	0	1.2263
344	corrections instrumentales	0	1.2263
345	côtière automatique	0	1.2263
346	différents instruments	0	1.2263
347	direction générale	0	1.2263
348	données altimétriques	0	1.2263
349	données benthiques	0	1.2263
350	données benthos	0	1.2263
351	données ctd	0	1.2263
352	données météo	0	1.2263
353	données swh	0	1.2263
354	données valides	0	1.2263
355	dune résolution	0	1.2263
356	eaux côtières	0	1.2263
357	environnement continental	0	1.2263
358	escherichia coli	1	1.2263
359	grandes bases	0	1.2263
360	grandes échelles	0	1.2263
361	haute résolution	0	1.2263
362	hautes fréquences	0	1.2263
363	image globale	0	1.2263
364	imagerie quantitative	0	1.2263
365	juridiction nationale	0	1.2263
366	large fauchée	0	1.2263
367	mer méditerranéenne	0	1.2263
368	mer résiduelles	0	1.2263
369	mesures physico-chimiques	0	1.2263
370	mission réglementaire	0	1.2263
371	missions disponibles	0	1.2263
372	missions suivantes	0	1.2263
373	monomissions ostm	0	1.2263
374	morred array	0	1.2263
375	mouillages météo-océaniques	0	1.2263
376	méthode hplc	0	1.2263
377	nombreuses années	0	1.2263
378	observations marégraphiques	0	1.2263
379	océanographie opérationnelle	0	1.2263
380	paramètres biologiques	0	1.2263
381	paramètres clés	0	1.2263
382	paramètres optique	0	1.2263
383	paramètres optiques	0	1.2263
384	phytoplancton total	0	1.2263
385	plateformes fixes	0	1.2263
386	ports principaux	0	1.2263
387	principales caractéristiques	0	1.2263
388	production conchylicole	0	1.2263
389	production conchylicoles	0	1.2263
390	produit grillé	0	1.2263
391	produits 2020a_ssh_mapping_natl60	0	1.2263
392	profil thermique	0	1.2263
393	programme rorcal	0	1.2263
394	programmes conjoints	0	1.2263
395	projet pistach	0	1.2263
396	projet ronim	0	1.2263
397	projets conjoints	0	1.2263
398	qualité physico-chimique	0	1.2263
399	recherche littorale	0	1.2263
400	rom remote	0	1.2263
401	références verticales	0	1.2263
402	réseau marégraphique	0	1.2263
403	réseau moderne	0	1.2263
404	réseau phytobs	0	1.2263
405	réseaux permanents	0	1.2263
406	résolution horizontale	0	1.2263
407	résolution natl60-cjm165	0	1.2263
408	service public	0	1.2263
409	short critical	0	1.2263
410	sno phytobs	0	1.2263
411	surveillance microbiologique	0	1.2263
412	suspension issue	0	1.2263
413	systèmes autonomes	0	1.2263
414	série optique	0	1.2263
415	variabilité saisonnière	0	1.2263
416	volet mesures	0	1.2263
417	waters remote	0	1.2263
418	ère swot	0	1.2263
419	écosystèmes coralliens	0	1.2263
420	écosystèmes côtiers	0	1.2263
421	événements extrêmes	0	1.2263
422	abondance	0	1.2251
423	algorithme	1	1.2251
424	bathymétrie	0	1.2251
425	bord	1	1.2251
426	bouée	0	1.2251
427	cycle	0	1.2251
428	estimation	0	1.2251
429	fins	0	1.2251
430	flotte	0	1.2251
431	fluorescence	1	1.2251
432	impact	0	1.2251
433	indicateur	1	1.2251
434	instruments	0	1.2251
435	océanographie	1	1.2251
436	plateformes	0	1.2251
437	ports	0	1.2251
438	production	1	1.2251
439	travers	0	1.2251
440	un	1	1.2251
441	zooplancton	1	1.2251
442	études	0	1.2251
443	évolutions	0	1.2251
444	surface	1	1.225
445	stations	1	1.2242
446	produit altimétrique	0	1.2233
447	information	0	1.2112
448	processus	1	1.2109
449	état	1	1.2109
450	système	0	1.2101
451	besoins	1	1.2086
452	ans	1	1.2052
453	bases	0	1.2052
454	campagnes	0	1.2052
455	centres	0	1.2052
456	colonne	0	1.2052
457	communauté	1	1.2052
458	compréhension	1	1.2052
459	continu	1	1.2052
460	description	0	1.2052
461	infrastructure	0	1.2052
462	nrt	0	1.2052
463	quasi-réel	0	1.2052
464	sismer	0	1.2052
465	volet	0	1.2052
466	chaleur	1	1.2
467	croissance	1	1.2
468	maladies	0	1.2
469	moule	1	1.2
470	moules	1	1.2
471	mytilobs	0	1.2
472	besoin	0	1.1999
473	+topex interleaved	0	1.1996
474	corrections disponibles	0	1.1996
475	dernières corrections	0	1.1996
476	missions topex	0	1.1996
477	régions côtières	0	1.1996
478	traitement spécifique	0	1.1996
479	adéquation	0	1.1975
480	box	0	1.1975
481	contribution	0	1.1975
482	dispositifs	1	1.1975
483	fraction	0	1.1975
484	fréquences	0	1.1975
485	gisements	0	1.1975
486	géophysiques	0	1.1975
487	image	1	1.1975
488	institut	0	1.1975
489	manière	0	1.1975
490	milieux	0	1.1975
491	ministère	0	1.1975
492	monomissions	0	1.1975
493	moyens	0	1.1975
494	métadonnées	0	1.1975
495	nadir	0	1.1975
496	orbite	1	1.1975
497	pco2	1	1.1975
498	peuplements	0	1.1975
499	phénomènes	0	1.1975
500	pigments	0	1.1975
501	projets	0	1.1975
502	pêche	1	1.1975
503	services	0	1.1975
504	shom	0	1.1975
505	situ	0	1.1975
506	stade	0	1.1975
507	suivis	0	1.1975
508	the	1	1.1975
509	utilisations	0	1.1975
510	vapeur	1	1.1975
511	vue	1	1.1975
512	x1	0	1.1975
513	écosystèmes	0	1.1975
514	énergie	0	1.1975
515	étape	0	1.1975
516	changements	0	1.1937
517	collaboration	1	1.1937
518	environnement	1	1.1937
519	profil	0	1.1937
520	période	0	1.1937
521	envisat	0	1.1906
522	réponse à la sensibilité	0	1.1904
523	eurogoos	0	1.19
524	anomalies de courants	0	1.1869
525	hauteurs de surface	0	1.1869
526	site	1	1.1823
527	océan global	0	1.1749
528	temps réel	0	1.1724
529	acquisition	0	1.1704
530	cadre	0	1.1704
531	corrections	0	1.1704
532	mission	0	1.1704
533	mouillages	0	1.1704
534	variations	0	1.1704
535	étude	1	1.1691
536	physiques maillées	0	1.1688
537	résolution 100m	0	1.1688
538	résolution 250m	0	1.1688
539	zones biologiques	0	1.1688
540	produit altimétrique expérimental	0	1.1682
541	legos	0	1.1677
542	régions	0	1.1677
543	base	1	1.1589
544	cartographie	1	1.1515
545	convention	0	1.1515
546	fy	0	1.1515
547	physiques	0	1.1515
548	océans	1	1.147
549	phytoplancton	1	1.147
550	prélèvements	0	1.147
551	référence	0	1.147
552	changements morphodynamiques littoraux	0	1.1433
553	cohérence de données	0	1.1433
554	face aux aléas	0	1.1433
555	façades maritimes françaises	0	1.1433
556	fonctionnement du littoral	0	1.1433
557	grilles de hauteurs	0	1.1433
558	littoral en france	0	1.1433
559	mise en cohérence	0	1.1433
560	origine des changements	0	1.1433
561	évolutions du littoral	0	1.1433
562	mois d'hiver	0	1.1429
563	éléphant de mer	1	1.1429
564	éléphants de mer	0	1.1429
565	flores	0	1.1428
566	charge de la gestion	0	1.1388
567	responsabilité de la mise	0	1.1388
568	agences cnes	0	1.1362
569	altimétriques type	0	1.1362
570	besoins utilisateurs	0	1.1362
571	courte durée	0	1.1362
572	dérive grâce	0	1.1362
573	environnement côtier	0	1.1362
574	fiches enfant	0	1.1362
575	fichiers gdr	0	1.1362
576	griffes anti-dérive	0	1.1362
577	mesure altimétrique	0	1.1362
578	mesures océanographiques	0	1.1362
579	nouvelles corrections	0	1.1362
580	orbite successives	0	1.1362
581	satellite iridium	0	1.1362
582	système satellite	0	1.1362
583	type gdr	0	1.1362
584	version originale	0	1.1362
585	long terme	0	1.1321
586	jeu	1	1.1317
587	années	0	1.1316
588	chlorophylle	1	1.1316
589	hauteur	0	1.1316
590	moyenne	0	1.1316
591	méthode	1	1.1316
592	programme	1	1.1316
593	service	0	1.1316
594	applications côtières	0	1.1252
595	sites ateliers	0	1.1252
596	réseau national	0	1.1249
597	séries temporelles	0	1.1249
598	mois	0	1.1193
599	satellite	1	1.1162
600	courants	0	1.1033
601	réseaux	0	1.1033
602	terme	0	1.1033
603	changements climatiques	0	1.1017
604	profils hydrographiques	0	1.1017
605	limite inférieure	0	1.1016
606	géostrophiques aboslus	0	1.1013
607	topographie dynamique	0	1.1013
608	variables dérivées	0	1.1013
609	durée	1	1.098
610	dérive	0	1.098
611	grâce	0	1.098
612	ifremer en charge	0	1.0956
613	mise en uvre	0	1.0956
614	ifremer	0	1.0925
615	mise	0	1.0925
616	modèles	1	1.0925
617	niveau	0	1.0924
618	résolution spatiale	0	1.0907
619	fonction	0	1.0859
620	fond	0	1.0859
621	type	0	1.0859
622	gourrion avec la table	0	1.0814
623	qualité	0	1.0766
624	zones	0	1.0743
625	informations scientifiques	0	1.0715
626	types	0	1.0692
627	année	0	1.0666
628	trace par les satellites	0	1.0663
629	aléas naturels	0	1.0637
630	changements morphodynamiques	0	1.0637
631	côtes sableuses	0	1.0637
632	données métrologiques	0	1.0637
633	façades maritimes	0	1.0637
634	interpolation ocean	0	1.0637
635	multiscale interpolation	0	1.0637
636	métrologie récurrente	0	1.0637
637	ocean science	0	1.0637
638	petite échelle	0	1.0637
639	science topography	0	1.0637
640	place	0	1.0627
641	eaux	0	1.0625
642	zone	1	1.0549
643	satellites	0	1.0548
644	hauteurs de mer	0	1.0518
645	hauteurs de vagues	0	1.047
646	mesures de hauteurs	0	1.047
647	contrôle qualité	0	1.0459
648	algorithme de gourrion	0	1.0423
649	table de collard	0	1.0423
650	vitesse de vent	0	1.0423
651	jour	0	1.0371
652	détection	1	1.0351
653	version	1	1.0252
654	ensemble	0	1.0248
655	concentration	1	1.023
656	données marines	0	1.0222
657	nombreuses bases	0	1.0222
658	applications	0	1.0221
659	réponse	0	1.0221
660	disposition des données	0	1.0207
661	données de profil	0	1.0207
662	groupes de paramètres	0	1.0207
663	ateliers	1	1.0194
664	côtes	1	1.0194
665	fonctionnement	0	1.0194
666	grilles	0	1.0194
667	labellisé	0	1.0194
668	séries	0	1.019
669	biais de la méthode	0	1.0152
670	carbone à l'échelle	0	1.0152
671	connaissances sur les flux	0	1.0152
672	grille pour un produit	0	1.0152
673	mss par le biais	0	1.0152
674	précision de la mss	0	1.0152
675	qualité à l'aide	0	1.0152
676	rapport à l'ellipsoïde	0	1.0152
677	régulation de l'accroissement	0	1.0152
678	données en4	0	1.014
679	long de la trace	0	1.0138
680	altimètre sar	0	1.0123
681	couverture globale	0	1.0123
682	-on	0	1.0
683	adcp	0	1.0
684	agriculture	1	1.0
685	alimentation	1	1.0
686	anticipation	1	1.0
687	appareils	1	1.0
688	arrêtés	0	1.0
689	atlas	1	1.0
690	automatique	0	1.0
691	aérosol	1	1.0
692	bouteille	1	1.0
693	campagne	0	1.0
694	capteur	0	1.0
695	caractéristiques	0	1.0
696	challenge	0	1.0
697	classement	1	1.0
698	climatologies	0	1.0
699	clés	0	1.0
700	complément	1	1.0
701	compétences	0	1.0
702	condition	0	1.0
703	coque	1	1.0
704	courant	0	1.0
705	courantomètres	0	1.0
706	courantométrie	0	1.0
707	cyclones	1	1.0
708	development	0	1.0
709	dune	0	1.0
710	délais	0	1.0
711	efforts	0	1.0
712	eke	0	1.0
713	escherichia	1	1.0
714	estuaire	0	1.0
715	exercice	1	1.0
716	expendable	0	1.0
717	fauchée	0	1.0
718	globalité	0	1.0
719	houles	0	1.0
720	imagerie	0	1.0
721	juridiction	0	1.0
722	lancement	0	1.0
723	larves	1	1.0
724	liaison	1	1.0
725	livraison	0	1.0
726	macrofaune	0	1.0
727	maintenance	1	1.0
728	maintien	0	1.0
729	matières	0	1.0
730	maximum	0	1.0
731	maërl	0	1.0
732	meris	0	1.0
733	microphytoplancton	0	1.0
734	min	0	1.0
735	module	0	1.0
736	modèle	0	1.0
737	mollusques	1	1.0
738	monofaisceau	0	1.0
739	morphologie	0	1.0
740	morred	0	1.0
741	moyen	0	1.0
742	moyennes	0	1.0
743	méso-échelles	0	1.0
744	natl60-cjm165	0	1.0
745	nuage	0	1.0
746	phases	0	1.0
747	photographies	1	1.0
748	phytobs	0	1.0
749	plongées	0	1.0
750	poisson	1	1.0
751	polymer	0	1.0
752	pompes	0	1.0
753	prediction	0	1.0
754	préparation	1	1.0
755	prévision	1	1.0
756	quantification	1	1.0
757	quantité	1	1.0
758	recrutement	1	1.0
759	repères	1	1.0
760	rom	0	1.0
761	route	0	1.0
762	réalisation	1	1.0
763	réflexion	1	1.0
764	références	0	1.0
765	santé	1	1.0
766	sct	0	1.0
767	sentinel-3b	0	1.0
768	short	0	1.0
769	simulation	1	1.0
770	simulations	0	1.0
771	sno	0	1.0
772	suspension	1	1.0
773	swot	0	1.0
774	synthèse	1	1.0
775	tsunamis	1	1.0
776	universités	1	1.0
777	waters	0	1.0
778	ère	0	1.0
779	échantillonnages	0	1.0
780	éléphant	1	1.0
781	éléphants	1	1.0
782	émission	1	1.0
783	épaisseur	0	1.0
784	événements	0	1.0
785	faisceaux	0	0.9999
786	herbier	1	0.9999
787	limite	1	0.9999
788	origine	0	0.9944
789	meds dfo	0	0.9877
790	+topex	0	0.9821
791	intervalle	0	0.9821
792	points	0	0.9821
793	acquisition en moyenne	0	0.9807
794	activité de fond	0	0.9807
795	activité de soutien	0	0.9807
796	aide de procédures	0	0.9807
797	aide de résidus	0	0.9807
798	bilans de carbone	0	0.9807
799	calibration en corse	0	0.9807
800	composants régionaux in	0	0.9807
801	compréhension des variations	0	0.9807
802	constituants de marée	0	0.9807
803	cycle du carbone	1	0.9807
804	diffusion des données	0	0.9807
805	ellipsoïde de référence	0	0.9807
806	erreur d'estimation	0	0.9807
807	fournisseurs de données	0	0.9807
808	grille d'erreur	0	0.9807
809	jour en continu	0	0.9807
810	modèles climatiques prédictifs	0	0.9807
811	mécanismes internes océaniques	0	0.9807
812	océan par rapport	0	0.9807
813	résidus d'analyse	0	0.9807
814	site de calibration	0	0.9807
815	sites de calibration	0	0.9807
816	soutien aux projets	0	0.9807
817	vent jason-3	0	0.9757
818	accent sur les paramètres	0	0.9751
819	charge	0	0.9751
820	esa pour les satellites	0	0.9751
821	exploitation de la mer	0	0.9751
822	m de la colonne	0	0.9751
823	observation de la terre	0	0.9751
824	océanographie de l'espace	0	0.9751
825	recherche pour l'exploitation	0	0.9751
826	sol de l'esa	0	0.9751
827	anomalies de hauteur	0	0.9749
828	base de données	1	0.9749
829	cisaillement au fond	0	0.9749
830	nature du substrat	0	0.9749
831	tension de cisaillement	0	0.9749
832	satellites altimétriques	0	0.9739
833	gestion	0	0.9729
834	navires de recherche	0	0.9643
835	100m	0	0.9614
836	250m	0	0.9614
837	atténuation	0	0.9614
838	recherche	1	0.96
839	modélisation	1	0.9577
840	mesure	1	0.9571
841	couverture	1	0.9554
842	s	1	0.9554
843	utilisateurs opérationnels	0	0.9538
844	rapport	0	0.9536
845	profils verticaux	0	0.9494
846	composants régionaux	0	0.9449
847	données européennes	0	0.9449
848	principaux réseaux	0	0.9449
849	régionaux eurogoos	0	0.9449
850	réseaux mondiaux	0	0.9449
851	systèmes régionaux	0	0.9449
852	typologie eunis	0	0.9448
853	zone biologique	0	0.9448
854	uvre	0	0.9441
855	agence spatiale européenne	0	0.9432
856	contrôle de qualité	1	0.9432
857	données de capteurs	0	0.9432
858	ers d'archivage	0	0.9432
859	flotteurs à profil	0	0.9432
860	laboratoire d'océanographie	0	0.9432
861	mesures de vitesse	0	0.9432
862	paramètres bio-géochimiques supplémentaires	0	0.9432
863	profils de température	0	0.9432
864	satellites d'observation	0	0.9432
865	traitement hors ligne	0	0.9432
866	ud du segment	0	0.9432
867	validation des données	0	0.9432
868	vitesse des eaux	0	0.9432
869	vitesse par an	0	0.9432
870	agences	0	0.9393
871	cm	0	0.9393
872	conception	1	0.9393
873	enfant	1	0.9393
874	fiches	0	0.9393
875	flotteur	0	0.9393
876	griffe	1	0.9393
877	griffes	1	0.9393
878	iridium	1	0.9393
879	record	0	0.9393
880	subsurface	0	0.9393
881	transmission	0	0.9393
882	~	0	0.9393
883	estimation de la chlorophylle-a	0	0.9345
884	ifremer pour la période	0	0.9345
885	indicateur de la biomasse	0	0.9345
886	vagues de l'instrument	0	0.9345
887	sédiment	0	0.9309
888	observations	0	0.9286
889	altimètre	0	0.9258
890	long	1	0.9234
891	+jason-1 interleaved	0	0.9215
892	analyse harmonique	1	0.9215
893	analyse statistique	0	0.9215
894	calibration principal	0	0.9215
895	carbone océanique	0	0.9215
896	comité lefe-cyber	0	0.9215
897	cycles biogéochimiques	0	0.9215
898	données cyber	0	0.9215
899	données nationaux	0	0.9215
900	grilles monomission	0	0.9215
901	hauteur moyenne	0	0.9215
902	interleaved +jason-1	0	0.9215
903	longues séries	0	0.9215
904	modèles climatiques	0	0.9215
905	mécanismes internes	0	0.9215
906	méthode inverse	0	0.9215
907	océaniques associés	0	0.9215
908	pointe nord	0	0.9215
909	produit multimission	0	0.9215
910	produits in-situ	0	0.9215
911	régional temps	0	0.9215
912	situ tac	0	0.9215
913	sénétosa site	0	0.9215
914	variations saisonnière	0	0.9215
915	échelle planétaire	0	0.9215
916	système d'information	0	0.9199
917	sar	0	0.9188
918	aboslus	0	0.9153
919	dérivées	0	0.9153
920	multimissions	0	0.9153
921	topographie	0	0.9153
922	climat	1	0.9095
923	rôle	1	0.9095
924	biomasse du phytoplancton	0	0.9052
925	cartes mensuelles moyennes	0	0.9052
926	courants de marées	0	0.9052
927	effets de charge	0	0.9052
928	emprise	0	0.9052
929	gestion des eaux	0	0.9052
930	groupes	1	0.9052
931	iles	0	0.9052
932	liste	0	0.9052
933	localisation des acquisitions	0	0.9052
934	longueur d'onde	0	0.9052
935	meds	0	0.9052
